DATAFLOW,FREQ,REF_AREA,INDICATOR,COUNTERPART_AREA,TIME_PERIOD,OBS_VALUE,DECIMALS,UNIT_MULT,UNIT_MEASURE
ADB:ARIC_DAF_FIN(1.0),A,THA,OUT_PORTFOLIO_EQUITY_INVSHARE,CAN,2017,0.1691837906837463,3,0,PCT
ADB:ARIC_DAF_FIN(1.0),A,THA,IN_PORTFOLIO_EQUITY_INVSHARE,IND,2017,0.0260221380740404,3,0,PCT
ADB:ARIC_DAF_FIN(1.0),A,THA,IN_PORTFOLIO_DEBT_INVSHARE,JPN,2017,15.83695793151855,3,0,PCT
ADB:ARIC_DAF_FIN(1.0),A,THA,IN_PORTFOLIO_DEBT_INVSHARE,KOR,2017,0.1007640138268471,3,0,PCT
ADB:ARIC_DAF_FIN(1.0),A,THA,OUT_PORTFOLIO_DEBT_INVSHARE,LAO,2017,8.115551948547363,3,0,PCT
ADB:ARIC_DAF_FIN(1.0),A,THA,IN_PORTFOLIO_EQUITY_INVSHARE,MAL,2017,0.6160312294960022,3,0,PCT
ADB:ARIC_DAF_FIN(1.0),A,THA,OUT_PORTFOLIO_EQUITY_INVSHARE,MLD,2017,3.75434865418E-08,3,0,PCT
ADB:ARIC_DAF_FIN(1.0),A,THA,OUT_PORTFOLIO_DEBT_INVSHARE,NZL,2017,0.0093542169779539,3,0,PCT
ADB:ARIC_DAF_FIN(1.0),A,THA,OUT_PORTFOLIO_EQUITY_INVSHARE,PRC,2017,1.398067951202393,3,0,PCT
ADB:ARIC_DAF_FIN(1.0),A,THA,OUT_PORTFOLIO_DEBT_INVSHARE,TAP,2017,0.011031037196517,3,0,PCT
ADB:ARIC_DAF_FIN(1.0),A,THA,OUT_PORTFOLIO_EQUITY_INVSHARE,TUR,2017,0.0002125224127667,3,0,PCT
ADB:ARIC_DAF_FIN(1.0),A,THA,IN_PORTFOLIO_DEBT_INVSHARE,USA,2017,12.98703384399414,3,0,PCT
ADB:ARIC_DAF_FIN(1.0),A,TUR,OUT_PORTFOLIO_EQUITY_INVSHARE,JPN,2017,0.394600123167038,3,0,PCT
ADB:ARIC_DAF_FIN(1.0),A,USA,OUT_PORTFOLIO_DEBT_INVSHARE,FIJ,2017,0.0015273350290954,3,0,PCT
